id,ts_ms,session,open,high,low,close,volume,bar_delta,cvd_slope,obi_l5,dz,vr,stacked_imb,absorption,thin_above,thin_below,bid_wall,ask_wall,vpin,oi_momentum,vwap,regime,atr,operative,symbol,asian_high,asian_low,prev_day_high,prev_day_low,swing_high_50,swing_low_50,equal_high,equal_low,obi_fast,obi_slow,liq_ratio,spread_ticks,cvd_divergence,sweep_confirmed,obi_l10,obi_l20,datetime_utc
42735,1778750700000,London,672.11,672.29,671.47,671.48,1233.87,14.61,,,,0.8392,,,,,,,,,671.294,,0.924186,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:25:00
141295,1778750700000,London,672.11,672.29,672.06,672.06,269.7,149.06,,,,0.8568,,,,,,,,,671.299,,0.281784,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:25:00
141296,1778750760000,London,672.07,672.07,672,672.01,66.25,-18.53,,,,0.2152,,,,,,,,,671.299,,0.266657,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:26:00
141297,1778750820000,London,672,672.1,671.92,671.92,140.55,-20.47,,,,0.4593,,,,,,,,,671.3,,0.260467,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:27:00
141298,1778750880000,London,671.92,671.92,671.55,671.63,155.82,-8.44,,,,0.5173,,,,,,,,,671.3,,0.268291,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:28:00
141299,1778750940000,London,671.63,671.82,671.47,671.48,601.55,-87.01,,,,1.9393,,,,,,,,,671.301,,0.274127,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:29:00
42736,1778751000000,London,671.48,671.61,670.76,671.43,1293.12,-256,,,,0.8838,,,,,,,,,671.294,,0.918887,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:30:00
141300,1778751000000,London,671.48,671.61,671.29,671.3,284.91,160.91,,,,0.9124,,,,,,,,,671.301,,0.277404,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:30:00
141301,1778751060000,London,671.31,671.41,671.08,671.26,379.24,-224.22,,,,1.2083,,,,,,,,,671.301,,0.281161,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:31:00
141302,1778751120000,London,671.26,671.41,670.76,671.05,344.88,-193.88,,,,1.0743,,,,,,,,,671.3,,0.307506,,BNBUSDT,,,,,,,,,,,,,,,,,2026-05-14 09:32:00
