bar_ts,side,lvl,atr,r,oos,kind,regime,n_m15,last_m15_h,n_h1,last_h1_h,n_h4,last_h4_h,bounce_h1,bounce_h4,zona
1762466400000,short,101240.0,500.37494008068995,-1.2529103475477714,False,H21s,chop,95,0.25,47,2.0,19,1.5,8,4,agotada
1762884000000,short,103470.0,399.258570336103,1.1417193865526096,False,H21s,chop,96,0.25,47,2.0,13,1.5,1,1,agotada
1763046900000,short,102850.0,572.9586247349251,3.7330487886268706,False,H21s,chop,40,0.25,35,1.25,17,1.8125,8,5,agotada
1763106300000,short,97450.0,657.3727338819638,0.7326811084620086,False,H21s,chop,94,0.25,47,1.75,19,1.9375,3,0,agotada
1763163900000,short,94850.0,620.4996359683607,-1.191075857466004,False,H21s,chop,95,0.25,47,1.75,19,1.9375,4,1,agotada
1763689500000,short,87220.0,525.9334191532864,2.438559622365766,False,H21s,chop,90,0.25,47,1.75,19,1.4375,7,2,agotada
1764086400000,short,87000.0,397.2463596505144,-1.273759588623221,False,H21s,chop,95,0.25,42,2.0,13,2.0,14,9,agotada
1764097200000,short,87200.0,405.14989513917345,0.8205193616528709,False,H21s,chop,92,0.25,40,2.0,12,1.75,16,8,agotada
1764774000000,short,92880.0,534.7789922766339,0.9529450620909903,False,H21s,chop,51,0.25,12,2.0,3,1.75,3,2,confirmada
1767584700000,short,92900.0,263.5121697115975,-1.4406817344606817,False,H21s,chop,11,0.25,2,1.75,0,0.0,0,0,virgen
1768196700000,short,92070.0,246.3953284819175,1.2387765298984106,False,H21s,chop,14,0.25,3,1.75,2,1.4375,2,1,fresca
1768415400000,short,97000.0,490.8899775168103,1.0497090799720414,False,H21s,chop,15,0.25,4,1.5,1,1.625,3,0,fresca
1768460400000,short,96200.0,245.45889891961866,-1.4898987183975487,False,H21s,chop,66,0.25,18,2.0,5,1.75,3,2,agotada
1768487400000,short,96750.0,298.29370853395676,0.7630212659380791,False,H21s,trend,80,0.25,23,1.5,7,1.625,10,5,agotada
1768925700000,short,90840.0,361.0226044906028,3.4672990493201676,False,H21s,chop,95,0.25,47,1.25,19,1.0625,2,1,agotada
1769893200000,short,77960.0,758.7652267689684,-1.1284323484550913,False,H21s,chop,95,0.25,47,2.0,19,1.25,2,1,agotada
1769998500000,short,77410.0,672.0711549589955,2.6887926771834856,False,H21s,chop,91,0.25,46,1.25,19,1.5625,11,5,agotada
1770160500000,short,75810.0,570.047844235196,-1.1662360466026147,False,H21s,chop,86,0.25,45,1.25,19,1.8125,7,3,agotada
1770310800000,short,68270.0,911.0805535510978,8.573108176383242,False,H21s,trend,94,0.25,47,2.0,19,1.25,1,1,agotada
1770365700000,short,65080.0,711.6300738253981,0.5349537360334566,False,H21s,chop,74,0.25,43,1.25,19,1.0625,8,3,agotada
1770910200000,short,67890.0,424.40437687491897,5.533276268163276,False,H21s,chop,39,0.25,27,1.5,17,1.875,13,6,agotada
1771248600000,short,68820.0,382.2244764081003,-0.017934075769028862,False,H21s,trend,72,0.25,43,1.5,18,1.375,11,6,agotada
1772481600000,short,69080.0,461.4842121336444,0.521615894262236,True,H21s,chop,18,0.25,4,2.0,1,2.0,2,0,fresca
1772657100000,short,73460.0,442.8972735643182,-0.28518311423695525,True,H21s,trend,19,0.25,5,1.75,2,1.1875,3,1,fresca
1773322200000,short,70370.0,286.5162986649847,1.0523586897903636,True,H21s,chop,62,0.25,28,1.5,13,1.375,16,11,agotada
1773414900000,short,72730.0,409.76610265935426,5.195946914224342,True,H21s,chop,14,0.25,4,1.25,1,1.8125,2,0,fresca
1774218600000,short,68250.0,293.0284505479192,-1.2911406719739351,True,H21s,chop,93,0.25,47,1.5,19,1.625,2,0,agotada
1774447200000,short,71590.0,294.6123733188477,0.8182262700570833,True,H21s,chop,19,0.25,8,2.0,4,1.5,6,3,confirmada
1774930500000,short,67820.0,266.3302841715686,0.9762533545221778,True,H21s,chop,41,0.25,13,1.25,5,1.0625,10,4,agotada
1775656800000,short,71640.0,335.61809777081,0.705946237425872,True,H21s,chop,58,0.25,15,2.0,4,1.5,7,3,confirmada
1779120900000,short,76600.0,299.3714530284842,0.9350423935490185,True,H21s,chop,94,0.25,47,1.25,19,1.0625,2,1,agotada
1780314300000,short,72710.0,194.31301639429574,10.531250532485773,True,H21s,trend,96,0.25,47,1.75,19,1.9375,0,1,agotada
1780421400000,short,67800.0,372.7019580837255,2.6521638677428223,True,H21s,chop,94,0.25,47,1.5,19,1.375,3,1,agotada
